Sale price,Regular price,SKU,Name,Short description,Description,Categories,Images
51.32,57.02,PZ415B0520ZA / 1781,Toyota Yaris 2005-2013 Rear Bumper Protection Plate Black,,"Toyota Yaris 2005-2013 Rear Bumper Protection Plate Black
Picture is for illustration purposes only.
Suitable for the Toyota Yaris 2005-2013 
Please email if you are unsure about fitment.
Toyota part number – PZ415B0520ZA
Designed to protect the rear bumper paintwork against scratching when sliding heavy or awkward loads into the boot. It is also particularly effective for guarding the paintwork of the boot area.
Genuine Toyota part. Secure online payment.
Any questions or to confirm this item is correct, please Click Here to contact us.
Facebook user?  Click Here to view our Facebook page
Toyotapartsdirect provide 100% quality assured Toyota spare parts.
Our spare parts are genuine and fully backed by the manufacturers 12 MONTH warranty.
Contact us for more details on Toyota parts, accessories and merchandise online.
Toyota Yaris 2005-2013 Rear Bumper Protection Plate Black PZ415B0520ZA  We will contact you once an order is placed to inform if the item is in stock or not.","Accessories,Toyota Yaris,Yaris Mk 2 (2005-2013)",https://toyotadirectparts.co.uk/wp-content/uploads/PZ415-B0520-ZA_T_1.jpeg
57.47,60.49,PZ49HB23A1RD / 3031,Toyota Yaris 2005-2013 Rear Door Sunblind Set,,"Toyota Yaris 2005-2013 Rear Door Sunblind Set
Picture is for illustration purposes only.
Suitable for the Toyota Yaris 2005-2013 
Please email if you are unsure about fitment.
Toyota part number – PZ49HB23A1RD
Opaque from the outside to shield against the sun and prying eyes, but clear from the inside so you and your passengers can see out.
Genuine Toyota part. Secure online payment.
Any questions or to confirm this item is correct, please Click Here to contact us.
Facebook user?  Click Here to view our Facebook page
Toyotapartsdirect provide 100% quality assured Toyota spare parts.
Our spare parts are genuine and fully backed by the manufacturers 12 MONTH warranty.
Contact us for more details on Toyota parts, accessories and merchandise online.
Toyota Yaris 2005-2013 Rear Door Sunblind Set PZ49HB23A1RD  We will contact you once an order is placed to inform if the item is in stock or not.","Accessories,Toyota Yaris,Yaris Mk 2 (2005-2013)",https://toyotadirectparts.co.uk/wp-content/uploads/PZ49H-B23A1-RD_T_1.jpeg
83.22,92.47,PZ415B0491ZB / 1778,Toyota Yaris 2005-2013 Rear Lower Trunk Chrome Garnish,,"Toyota Yaris 2005-2013 Rear Lower Trunk Chrome Garnish
Picture is for illustration purposes only.
Suitable for the Toyota Yaris 2005-2013 
Please email if you are unsure about fitment.
Toyota part number – PZ415B0491ZB
A detail providing that subtle extra touch of pure quality
Genuine Toyota part. Secure online payment.
Any questions or to confirm this item is correct, please Click Here to contact us.
Facebook user?  Click Here to view our Facebook page
Toyotapartsdirect provide 100% quality assured Toyota spare parts.
Our spare parts are genuine and fully backed by the manufacturers 12 MONTH warranty.
Contact us for more details on Toyota parts, accessories and merchandise online.
Toyota Yaris 2005-2013 Rear Lower Trunk Chrome Garnish PZ415B0491ZB  We will contact you once an order is placed to inform if the item is in stock or not.","Accessories,Toyota Yaris,Yaris Mk 2 (2005-2013)",https://toyotadirectparts.co.uk/wp-content/uploads/PZ415-B0491-ZB_T_1.jpeg
58.73,65.26,48530-80351,Toyota Yaris 2005-2013 Rear Shock Absorber,,"Totoya Yaris 2005-2013 Rear Shock Absorber
Suitable for the Toyota Yaris 2011 – 2015
Please email if you are unsure about fitment.
Toyota part number – 48530-80351
Genuine Toyota part. Secure online payment.
Any questions or to confirm this item is correct, please click here to contact us.
Facebook user? Click here to view our Facebook page
Toyotapartsdirect provide 100% quality assured Toyota spare parts.
Our spare parts are genuine and fully backed by the manufacturers 12 MONTH warranty.
Contact us for more details on Toyota parts, accessories and merchandise online.  We will contact you once an order is placed to inform if the item is in stock or not.","Steering/Suspension,Toyota Yaris,Yaris Mk 2 (2005-2013)",https://toyotadirectparts.co.uk/wp-content/uploads/yarisshockabsorber.jpg
60.17,66.85,04495-0D040,Toyota Yaris 2005-2013 Rear Shoes,,"Toyota Yaris 2005-2013 Rear Shoes
Rear Brake Shoes to fit the following Toyota Yaris
Please email if you are unsure about fitment.
Toyota part number: 04495-0D040
Genuine Toyota part. Secure online payment.
Any questions or to confirm this item is correct, please click here to contact us.
Facebook user? Click here to view our Facebook page
Toyotapartsdirect provide 100% quality assured Toyota spare parts.
Our spare parts are genuine and fully backed by the manufacturers 12 MONTH warranty.
Contact us for more details on Toyota parts, accessories and merchandise online.  We will contact you once an order is placed to inform if the item is in stock or not.","Brakes/Transmission,Toyota Yaris,Yaris Mk 2 (2005-2013)",https://toyotadirectparts.co.uk/wp-content/uploads/Toyota-Yaris-2005-2013-Rear-Shoes.jpg
17.67,19.63,85391-0D010,Toyota Yaris 2005-2013 Rear Washer Jet Nozzle,,"Toyota Yaris 2005-2013 Rear Washer Jet Nozzle
Suitable for the Toyota Yaris 2005-2013
Please email if you are unsure about fitment.
Toyota part number – 85391-0D010
Genuine Toyota part. Secure online payment.
Any questions or to confirm this item is correct, please click here to contact us.
Facebook user? Click here to view our Facebook page
Toyotapartsdirect provides 100% quality assured Toyota spare parts.
Our spare parts are genuine and fully backed by the manufacturers 12 MONTH warranty.
Contact us for more details on Toyota parts, accessories and merchandise online. We will contact you once an order is placed to inform if the item is in stock or not.","Exterior/Interior,Toyota Yaris,Yaris Mk 2 (2005-2013)",https://toyotadirectparts.co.uk/wp-content/uploads/Yaris-9.jpg
8.12,9.02,85242-0D020 / Yaris,Toyota Yaris 2005-2013 Rear Wiper Blade,,"Toyota Yaris 2005-2013 Rear Wiper Blade
Suitable for the Toyota Yaris 2005-2013
Toyota part number: 85242-0D020
Genuine Toyota part. Secure online payment.
Any questions or to confirm this item is correct, please click here to contact us.
Facebook user? Click here to view our Facebook page
Toyotapartsdirect provide 100% quality assured Toyota spare parts.
Our spare parts are genuine and fully backed by the manufacturers 12 MONTH warranty.
Contact us for more details on Toyota parts, accessories and merchandise online. We will contact you once an order is placed to inform if the item is in stock or not.","Exterior/Interior,Toyota Yaris,Yaris Mk 2 (2005-2013)",https://toyotadirectparts.co.uk/wp-content/uploads/rearwiper.jpg
52.12,57.91,GBNGAFLORSE5 / 408,Toyota Yaris 2005-2013 Rh Floating Roof Decal,,"Toyota Yaris 2005-2013 Rh Floating Roof Decal
Picture is for illustration purposes only.
Suitable for the Toyota Yaris 2005-2013 
Please email if you are unsure about fitment.
Toyota part number – GBNGAFLORSE5
Genuine Toyota part. Secure online payment.
Any questions or to confirm this item is correct, please Click Here to contact us.
Facebook user?  Click Here to view our Facebook page
Toyotapartsdirect provide 100% quality assured Toyota spare parts.
Our spare parts are genuine and fully backed by the manufacturers 12 MONTH warranty.
Contact us for more details on Toyota parts, accessories and merchandise online.
Toyota Yaris 2005-2013 Rh Floating Roof Decal GBNGAFLORSE5  We will contact you once an order is placed to inform if the item is in stock or not.","Accessories,Toyota Yaris,Yaris Mk 2 (2005-2013)",
144.59,160.66,PZ403B2614GA / 1537,Toyota Yaris 2005-2013 Roof Rack,,"Toyota Yaris 2005-2013 Roof Rack
Suitable for the Toyota Yaris 2005-2013
Toyota part number – PZ403-B2614-GA (Suitable for 5 door only)
Picture is for illustration purposes only.
The Toyota roof rack is a lockable aerodynamic aluminium design that I easy to install and remove. It provides a base for a wide range of specialized attachments such as luggage boxes, ski and bicycle holders.
Genuine Toyota part. Secure online payment.
Any questions or to confirm this item is correct, please Click Here to contact us.
Facebook user? Click Here to view our Facebook page
Toyotapartsdirect provide 100% quality assured Toyota spare parts.
Our spare parts are genuine and fully backed by the manufacturers 12 MONTH warranty.
Contact us for more details on Toyota parts, accessories and merchandise online.
Toyota Yaris 2005-2013 Roof Rack PZ403B2614GA We will contact you once an order is placed to inform if the item is in stock or not.","Accessories,Toyota Yaris,Yaris Mk 2 (2005-2013)",https://toyotadirectparts.co.uk/wp-content/uploads/PZ403-B2614-GA_T_1.jpeg
162.14,180.16,PZ403-B1613-GA,Toyota Yaris 2005-2013 Roof Rack For 3 Door,,"Toyota Yaris 2005-2013 Roof Rack For 3 Door
Picture is for illustration purposes only.
Suitable for the Toyota Yaris 2005-2013 3 door
Toyota part number – PZ403-B1613-GA
If you need parts urgently, please email us for an ETA before placing your order
The Toyota roof rack is a lockable aerodynamic aluminium design that I easy to install and remove. It provides a base for a wide range of specialized attachments such as luggage boxes, ski and bicycle holders.
Genuine Toyota part. Secure online payment.
Any questions or to confirm this item is correct, please Click Here to contact us.
Facebook user? Click Here to view our Facebook page
Toyotapartsdirect provide 100% quality assured Toyota spare parts.
Our spare parts are genuine and fully backed by the manufacturers 12 MONTH warranty.
Contact us for more details on Toyota parts, accessories and merchandise online.
Toyota Yaris 2005-2013 Roof Rack PZ403B2614GA We will contact you once an order is placed to inform if the item is in stock or not.","Accessories,Toyota Yaris,Yaris Mk 2 (2005-2013)",https://toyotadirectparts.co.uk/wp-content/uploads/PZ403-B2614-GA_T_1.jpeg
26.72,28.88,PW30600001 / 778,Toyota Yaris 2005-2013 Roof Rack Storage Bag,,"Toyota Yaris 2005-2013 Roof Rack Storage Bag
Picture is for illustration purposes only.
Suitable for the Toyota Yaris 2005-2013 
Please email if you are unsure about fitment.
Toyota part number – PW30600001
Tailor made for storing the two bar version of the Toyota roof rack or two Toyota roof rail cross bars when they have been removed from the car. The bag features individual pockets for each bar and is manufactured using a robust polyester and PVC combination to protect the bars against storage dust and accidental scuffs and scrapes.
Genuine Toyota part. Secure online payment.
Any questions or to confirm this item is correct, please Click Here to contact us.
Facebook user?  Click Here to view our Facebook page
Toyotapartsdirect provide 100% quality assured Toyota spare parts.
Our spare parts are genuine and fully backed by the manufacturers 12 MONTH warranty.
Contact us for more details on Toyota parts, accessories and merchandise online.
Toyota Yaris 2005-2013 Roof Rack Storage Bag PW30600001  We will contact you once an order is placed to inform if the item is in stock or not.","Accessories,Toyota Yaris,Yaris Mk 2 (2005-2013)",https://toyotadirectparts.co.uk/wp-content/uploads/PW306-00001_T_1.jpeg
62.95,69.95,PZ49KB0359RJ / 3063,Toyota Yaris 2005-2013 Rubber Floormats,,"Toyota Yaris 2005-2013 Rubber Floormats
Picture is for illustration purposes only.
Suitable for the Toyota Yaris 2005-2013 
Please email if you are unsure about fitment.
Toyota part number – PZ49KB0359RJ
Genuine tailored fit rubber floor mats help protect your carpets against the very worst conditions that you or your passengers dare to tread inside. They are impervious to dirt, mud and water and can be removed for easy cleaning.
Genuine Toyota part. Secure online payment.
Any questions or to confirm this item is correct, please Click Here to contact us.
Facebook user?  Click Here to view our Facebook page
Toyotapartsdirect provide 100% quality assured Toyota spare parts.
Our spare parts are genuine and fully backed by the manufacturers 12 MONTH warranty.
Contact us for more details on Toyota parts, accessories and merchandise online.
Toyota Yaris 2005-2013 Rubber Floormats PZ49KB0359RJ  We will contact you once an order is placed to inform if the item is in stock or not.","Accessories,Toyota Yaris,Yaris Mk 2 (2005-2013)",https://toyotadirectparts.co.uk/wp-content/uploads/PZ49K-B0359-RJ_T_1.jpeg
62.95,69.95,PZ49KB0357RJ / 3061,Toyota Yaris 2005-2013 Rubber Floormats Full Set,,"Toyota Yaris 2005-2013 Rubber Floormats Full Set
Picture is for illustration purposes only.
Suitable for the Toyota Yaris 2005-2013 
Please email if you are unsure about fitment.
Toyota part number – PZ49KB0357RJ
Genuine tailored fit rubber floor mats help protect your carpets against the very worst conditions that you or your passengers dare to tread inside. They are impervious to dirt, mud and water and can be removed for easy cleaning.
Genuine Toyota part. Secure online payment.
Any questions or to confirm this item is correct, please Click Here to contact us.
Facebook user?  Click Here to view our Facebook page
Toyotapartsdirect provide 100% quality assured Toyota spare parts.
Our spare parts are genuine and fully backed by the manufacturers 12 MONTH warranty.
Contact us for more details on Toyota parts, accessories and merchandise online.
Toyota Yaris 2005-2013 Rubber Floormats Full Set PZ49KB0357RJ  We will contact you once an order is placed to inform if the item is in stock or not.","Accessories,Toyota Yaris,Yaris Mk 2 (2005-2013)",
28.26,31.40,PZ438B118B00 / 2219,Toyota Yaris 2005-2013 Scuff Plates,,"Toyota Yaris 2005-2013 Scuff Plates
Picture is for illustration purposes only.
Suitable for the Toyota Yaris 2005-2013 
Please email if you are unsure about fitment.
Toyota part number – PZ438B118B00
Genuine scuff plates for the door sills create an immediate impression of style while also serving a very practical purpose of protecting the sill paintwork from dirty marks, scrapes and scratches.
Genuine Toyota part. Secure online payment.
Any questions or to confirm this item is correct, please Click Here to contact us.
Facebook user?  Click Here to view our Facebook page
Toyotapartsdirect provide 100% quality assured Toyota spare parts.
Our spare parts are genuine and fully backed by the manufacturers 12 MONTH warranty.
Contact us for more details on Toyota parts, accessories and merchandise online.
Toyota Yaris 2005-2013 Scuff Plates PZ438B118B00  We will contact you once an order is placed to inform if the item is in stock or not.","Accessories,Toyota Yaris,Yaris Mk 2 (2005-2013)",https://toyotadirectparts.co.uk/wp-content/uploads/PZ438-B118B-00_T_1.jpeg
